 -0.144051  0.031358 -0.046738 -0.066984 -0.112950  0.091570  0.108821 -0.208088 -0.122947  0.037791 -0.207197
  0.030331  0.257280  0.437734  0.078074  0.127369 -0.006469  0.339544 -0.024875 -0.022278 -0.243568 -0.222928
 -0.010406  0.202654  0.175227 -0.018972  0.219247  0.094346  0.049426 -0.028061  0.389812  0.273220  0.048289
 -0.043602  0.039080  0.257864  0.442665  0.482514  0.279986  0.151594  0.211803 -0.005300 -0.180581 -0.030556
 -0.006747  0.084408 -0.025290  0.547513  0.805270  0.540242  0.173117  0.318447  0.094286  0.147562  0.163653
  0.217510 -0.271308  0.451509  1.038583  1.757389  0.997190  0.268667  0.127242  0.309377 -0.081550 -0.320793
  0.031702  0.122077  0.891324  1.528486  2.610265  1.328341  0.836516  0.266248  0.246311  0.326495  0.315740
 -0.022859  0.765045  1.339026  2.852625  3.305852  2.845858  1.201210  0.170582  0.006340  0.141968  0.106339
  0.199969  0.456173  1.947520  4.089164  5.208533  4.465645  1.678310  0.794776  0.180824  0.079691  0.016138
  0.145225  0.491037  2.531581  5.174065  7.015664  5.253216  2.904823  0.563003  0.206513 -0.140972  0.168595
 -0.366094  0.825640  3.033185  6.396337  8.576079  6.877667  3.294819  1.100474  0.377272 -0.135425 -0.243698
  0.187820  0.955202  3.581851  7.387069  9.850080  7.342838  3.541903  0.867319  0.639386  0.339061 -0.207491
  0.290676  1.181068  3.552522  7.296615 10.098520  7.901275  3.321915  1.027797 -0.035974 -0.047832 -0.234157
 -0.009954  0.977035  3.473857  7.574434  9.650380  7.137011  3.673088  0.697907  0.061919  0.014157 -0.315544
  0.322678  1.152836  2.976104  6.593849  8.615745  6.859229  3.227023  1.134773  0.207300  0.184784  0.221894
  0.212855  0.871041  2.538536  5.546474  7.053714  5.355405  2.424145  0.653517  0.377608  0.172707 -0.071666
 -0.195917  0.358167  1.918737  4.263431  4.708674  4.044498  1.934123  0.923183  0.195134  0.263739 -0.156572
  0.212792  0.247435  1.565963  2.872214  3.393336  2.925404  1.791743  0.578810 -0.067379  0.042940 -0.180830
  0.250084  0.167451  1.066258  1.920245  2.223813  1.594280  0.577703  0.196392 -0.340607 -0.000377  0.054950
  0.029633 -0.113546  0.217981  0.671575  1.335036  1.335204  0.657505  0.005292  0.123845 -0.199541 -0.163466
 -0.044230 -0.060690 -0.069472  0.500055  0.719579  0.447485  0.449281  0.271897  0.175925 -0.290024 -0.015288
